age,sex,region,EURef2016,education_age,work_stat,work_organisation,work_type,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
49,"Man","North West","Leave","98","Working full time (30 or more hours per week)","Self-employed","Other","Very positive effect","Very positive effect","Fairly well",10,"a Leaver"
38,"Man","North West","Leave","16","Working full time (30 or more hours per week)","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
48,"Woman","North West","Leave","17-18","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Other","Don't know","Somewhat positive effect","Very badly",10,"a Leaver"
45,"Woman","North West","Leave","17-18","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat positive effect","Neither positive nor negative","Very badly",7,"a Leaver"
26,"Woman","North West","Leave","17-18","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Somewhat negative effect","Don't know",7,"a Leaver"
31,"Man","North West","Leave","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Somewhat negative effect","Fairly badly",3,"a Remainer"
72,"Woman","North West","Leave","16","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Neither positive nor negative","Very badly",9,"a Leaver"
36,"Man","North West","Leave","98","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Neither positive nor negative","Neither positive nor negative","Very badly",5,"Neither a Leaver nor a Remainer"
58,"Woman","North West","Leave","98","Not working","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
49,"Man","North West","Leave","98","Not working","Skipped","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Somewhat positive effect","Neither positive nor negative","Fairly well",7,"Neither a Leaver nor a Remainer"
72,"Woman","Yorkshire and the Humber","Leave","17-18","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
67,"Woman","Yorkshire and the Humber","Leave","16","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Very well",5,"Neither a Leaver nor a Remainer"
61,"Woman","Yorkshire and the Humber","Leave","20+","Working full time (30 or more hours per week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Very badly",6,"a Leaver"
64,"Man","Yorkshire and the Humber","Leave","15 or under","Working full time (30 or more hours per week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Neither positive nor negative","Very badly",10,"a Leaver"
65,"Man","Yorkshire and the Humber","Leave","16","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Fairly badly",10,"a Leaver"
65,"Man","Yorkshire and the Humber","Leave","15 or under","Retired","Other public sector employer (e.g. Central Government)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Very positive effect","Very positive effect","Fairly badly",2,"a Leaver"
47,"Woman","Yorkshire and the Humber","Leave","20+","Not working","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Somewhat positive effect","Very badly",4,"a Leaver"
69,"Man","Yorkshire and the Humber","Leave","17-18","Retired","Nationalised industry or public corporation (e.g. Post Office)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Very positive effect","Very positive effect","Very well",0,"a Leaver"
80,"Woman","Yorkshire and the Humber","Leave","15 or under","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Very badly",5,"Neither a Leaver nor a Remainer"
34,"Woman","Yorkshire and the Humber","Leave","16","Not working","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Somewhat positive effect","Fairly badly",7,"a Leaver"
63,"Man","Yorkshire and the Humber","Leave","16","Unemployed","Other public sector employer (e.g. Central Government)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Very positive effect","Fairly well",8,"Neither a Leaver nor a Remainer"
65,"Woman","Yorkshire and the Humber","Leave","15 or under","Not working","Other","Other","Somewhat positive effect","Neither positive nor negative","Very badly",5,"a Leaver"
35,"Woman","Yorkshire and the Humber","Leave","16","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Neither positive nor negative","Very badly",5,"a Leaver"
72,"Man","Yorkshire and the Humber","Leave","15 or under","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Very positive effect","Very well",5,"a Leaver"
72,"Man","Yorkshire and the Humber","Leave","16","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Somewhat positive effect","Somewhat positive effect","Very badly",3,"a Leaver"
69,"Woman","Yorkshire and the Humber","Leave","17-18","Retired","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Somewhat positive effect","Fairly badly",9,"a Leaver"
72,"Woman","Yorkshire and the Humber","Leave","20+","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Very badly",4,"a Leaver"
48,"Woman","Yorkshire and the Humber","Leave","16","Working part time (8-29 hours a week)","Charity/voluntary sector","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Neither positive nor negative","Very badly",5,"a Leaver"
49,"Woman","Yorkshire and the Humber","Leave","16","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Very badly",8,"a Leaver"
