age,sex,region,EURef2016,education_level,work_stat,work_type,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
31,"Woman","East of England","Cannot remember","Other technical, professional or higher qualification","Working full time (30 or more hours per week)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Neither positive nor negative","Neither positive nor negative","Fairly badly",5,"Neither a Leaver nor a Remainer"
33,"Woman","London","Did not vote","Prefer not to say","Working full time (30 or more hours per week)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Don't know",3,"Neither a Leaver nor a Remainer"
43,"Woman","South West","Cannot remember","Don't know","Working part time (8-29 hours a week)","Other","Somewhat negative effect","Somewhat negative effect","Fairly badly",5,"a Remainer"
57,"Woman","Yorkshire and the Humber","Leave","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","Working full time (30 or more hours per week)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Neither positive nor negative","Neither positive nor negative","Very badly",8,"a Leaver"
24,"Woman","West Midlands","Remain","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","Working full time (30 or more hours per week)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Very badly",4,"a Remainer"
29,"Man","South East","Remain","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","Working full time (30 or more hours per week)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Somewhat negative effect","Fairly badly",0,"a Leaver"
18,"Woman","South West","Did not vote","CSE grade 1, GCE O level, GCSE, School Certificate","Full time student","Have never worked","Somewhat negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
64,"Man","London","Leave","CSE grade 1, GCE O level, GCSE, School Certificate","Retired","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very positive effect","Very positive effect","Fairly well",10,"a Leaver"
29,"Woman","Scotland","Remain","Don't know","Other","Other","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
29,"Man","London","Remain","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","Working full time (30 or more hours per week)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
60,"Man","South East","Cannot remember","CSE grade 1, GCE O level, GCSE, School Certificate","Working part time (8-29 hours a week)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Somewhat positive effect","Fairly well",5,"a Leaver"
53,"Woman","West Midlands","Remain","CSE grade 1, GCE O level, GCSE, School Certificate","Working part time (8-29 hours a week)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Somewhat positive effect","Fairly well",5,"Neither a Leaver nor a Remainer"
70,"Man","North West","Remain","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","Retired","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Somewhat negative effect","Fairly badly",1,"a Remainer"
18,"Woman","East of England","Did not vote","GCE A level or Higher Certificate","Full time student","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Somewhat negative effect","Fairly badly",0,"a Remainer"
19,"Man","Wales","Did not vote","City & Guilds certificate - advanced","Working full time (30 or more hours per week)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very negative effect","Very negative effect","Fairly badly",0,"a Remainer"
30,"Man","East of England","Did not vote","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","Working full time (30 or more hours per week)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
31,"Man","East Midlands","Remain","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","Working full time (30 or more hours per week)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
56,"Woman","East Midlands","Remain","GCE A level or Higher Certificate","Working full time (30 or more hours per week)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Don't know",0,"a Remainer"
75,"Woman","South East","Leave","CSE grade 1, GCE O level, GCSE, School Certificate","Retired","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Neither positive nor negative","Don't know",10,"Neither a Leaver nor a Remainer"
62,"Man","South West","Remain","CSE grades 2-5","Working full time (30 or more hours per week)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
41,"Man","North West","Remain","Don't know","Working part time (8-29 hours a week)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Don't know","Fairly well",5,"Neither a Leaver nor a Remainer"
53,"Woman","South West","Leave","Other technical, professional or higher qualification","Not working","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
18,"Woman","London","Did not vote","GCE A level or Higher Certificate","Full time student","Have never worked","Somewhat negative effect","Somewhat negative effect","Fairly badly",3,"a Remainer"
59,"Man","East of England","Leave","City & Guilds certificate","Working full time (30 or more hours per week)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Very positive effect","Very positive effect","Fairly well",8,"a Leaver"
45,"Man","London","Remain","GCE A level or Higher Certificate","Working full time (30 or more hours per week)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Somewhat positive effect","Fairly well",2,"Neither a Leaver nor a Remainer"
49,"Woman","Yorkshire and the Humber","Leave","GCE A level or Higher Certificate","Working full time (30 or more hours per week)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Somewhat positive effect","Very positive effect","Fairly badly",9,"a Leaver"
60,"Woman","North West","Leave","CSE grade 1, GCE O level, GCSE, School Certificate","Retired","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
53,"Man","Yorkshire and the Humber","Leave","University diploma","Working full time (30 or more hours per week)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Neither positive nor negative","Fairly well",4,"a Leaver"
40,"Man","Wales","Leave","GCE A level or Higher Certificate","Unemployed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Very positive effect","Very well",4,"a Leaver"
46,"Man","Wales","Leave","CSE grade 1, GCE O level, GCSE, School Certificate","Working full time (30 or more hours per week)","Other","Very positive effect","Very positive effect","Fairly well",8,"a Leaver"
19,"Man","South West","Did not vote","GCE A level or Higher Certificate","Working full time (30 or more hours per week)","Other","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
48,"Woman","East of England","Remain","GCE A level or Higher Certificate","Working part time (8-29 hours a week)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Very negative effect","Very badly",3,"a Remainer"
30,"Woman","Scotland","Leave","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","Working full time (30 or more hours per week)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don't know","Don't know","Fairly badly",4,"a Leaver"
31,"Woman","London","Remain","Other technical, professional or higher qualification","Working full time (30 or more hours per week)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
