age,sex,region,GEvote2015,EURef2016,political_attention,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE1,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,newspaper_readership,Govthand,Tradeimmig,BrexitID
61,"Man","London","Liberal Democrat","Remain",8,"£35,000 to £39,999 per year","£70,000 to £99,999 per year","20+","Other technical, professional or higher qualification","AB","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","None","Don't know",3,"a Remainer"
64,"Man","South East","DK or did not vote","Did not vote",4,"Prefer not to answer","£50,000 to £59,999 per year","15 or under","CSE grade 1, GCE O level, GCSE, School Certificate","E","Retired","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Very positive effect","None","Very badly",10,"a Leaver"
63,"Man","West Midlands","Conservative","Leave",5,"£20,000 to £24,999 per year","£20,000 to £24,999 per year","16","No formal qualifications","D","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","None","Very well",2,"a Leaver"
66,"Woman","Yorkshire and the Humber","Conservative","Leave",7,"Prefer not to answer","Prefer not to answer","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","D","Working part time (8-29 hours a week)","Charity/voluntary sector","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Very positive effect","Very positive effect","None","Very well",6,"a Leaver"
47,"Man","East Midlands","Conservative","Leave",10,"£35,000 to £39,999 per year","£50,000 to £59,999 per year","16","Other technical, professional or higher qualification","AB","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Very positive effect","The Express","Fairly well",10,"a Leaver"
36,"Woman","East Midlands","Conservative","Leave",7,"£25,000 to £29,999 per year","£25,000 to £29,999 per year","17-18","Other technical, professional or higher qualification","C1","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Neither positive nor negative","None","Don't know",6,"Neither a Leaver nor a Remainer"
67,"Woman","East Midlands","Labour","Remain",10,"£15,000 to £19,999 per year","£70,000 to £99,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","AB","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","The Guardian","Very badly",1,"a Remainer"
24,"Man","Wales","Plaid","Remain",9,"£15,000 to £19,999 per year","£40,000 to £44,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","The Independent","Fairly well",6,"a Remainer"
57,"Man","Yorkshire and the Humber","Green","Remain",9,"£45,000 to £49,999 per year","£70,000 to £99,999 per year","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","AB","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Very negative effect","The Guardian","Fairly badly",2,"Neither a Leaver nor a Remainer"
30,"Woman","Yorkshire and the Humber","DK or did not vote","Did not vote",7,"£10,000 to £14,999 per year","£10,000 to £14,999 per year","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C2","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","None","Fairly badly",0,"a Remainer"
45,"Man","South East","Liberal Democrat","Remain",8,"£60,000 to £69,999 per year","£150,000 and over","17-18","University or CNAA higher degree (e.g. M.Sc, Ph.D)","AB","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Somewhat positive effect","The Guardian","Fairly badly",1,"a Remainer"
70,"Man","South East","UKIP","Leave",8,"£30,000 to £34,999 per year","£35,000 to £39,999 per year","19","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C2","Retired","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Somewhat positive effect","The Daily Telegraph","Fairly well",10,"a Leaver"
31,"Woman","South West","Conservative","Remain",8,"£10,000 to £14,999 per year","£50,000 to £59,999 per year","17-18","GCE A level or Higher Certificate","AB","Full time student","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","None","Fairly well",0,"a Remainer"
22,"Woman","East of England","Green","Remain",4,"under £5,000 per year","Don't know","Still at school/Full time student","GCE A level or Higher Certificate","AB","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Other","Wrong","Very negative effect","Somewhat negative effect","Other Newspaper","Fairly badly",0,"a Remainer"
46,"Man","North East","Labour","Remain",8,"£50,000 to £59,999 per year","Don't know","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","AB","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","The Guardian","Fairly badly",2,"a Remainer"
40,"Woman","East of England","Conservative","Remain",8,"£25,000 to £29,999 per year","£100,000 to £149,999 per year","20+","Other technical, professional or higher qualification","AB","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","The Times","Fairly well",0,"Neither a Leaver nor a Remainer"
69,"Man","South East","Conservative","Remain",9,"£50,000 to £59,999 per year","£100,000 to £149,999 per year","16","No formal qualifications","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Neither positive nor negative","The Times","Fairly well",5,"a Remainer"
31,"Woman","London","Conservative","Leave",7,"£30,000 to £34,999 per year","£60,000 to £69,999 per year","20+","Other technical, professional or higher qualification","AB","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Don't know","The Guardian","Fairly well",8,"a Leaver"
62,"Woman","East Midlands","Conservative","Leave",9,"£15,000 to £19,999 per year","£15,000 to £19,999 per year","20+","Teaching qualification (not degree)","AB","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Very positive effect","The Times","Very well",8,"a Leaver"
67,"Man","North West","UKIP","Leave",10,"£15,000 to £19,999 per year","£25,000 to £29,999 per year","20+","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","AB","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Somewhat positive effect","The Times","Fairly well",7,"a Leaver"
24,"Man","West Midlands","UKIP","Did not vote",4,"under £5,000 per year","£5,000 to £9,999 per year","20+","GCE A level or Higher Certificate","AB","Working full time (30 or more hours per week)","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Don't know","None","Don't know",8,"Neither a Leaver nor a Remainer"
75,"Man","Yorkshire and the Humber","Labour","Remain",9,"£15,000 to £19,999 per year","£25,000 to £29,999 per year","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","D","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","The Independent","Fairly badly",2,"a Remainer"
49,"Man","Yorkshire and the Humber","Conservative","Leave",7,"£25,000 to £29,999 per year","£50,000 to £59,999 per year","16","University diploma","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Somewhat positive effect","None","Don't know",7,"a Leaver"
41,"Man","South West","Labour","Remain",9,"£25,000 to £29,999 per year","£25,000 to £29,999 per year","17-18","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","None","Very badly",4,"a Remainer"
